index,language,lable
22030,atarkup poruttamaka oru ,tamil
22031,kanamea enikk ninneat ,malayalam
22032,nivu rapunjel nanu ,kannada
22033,kabira yeh socha ,hindi
22034,what am i ,english
22035,prapancam nundi bayatapadatam ,telugu
22036,skiriptait tetunkal pala ,tamil
22037,entenkilum sansarikkanunt enn ,malayalam
22038,nijavagi nine avanu ,kannada
22039,nhi lagti hai ,hindi
22040,supposed to do ,english
22041,oh idi cala ,telugu
22042,murai am pala ,tamil
22043,aval parannu nan ,malayalam
22044,adara kadege hodanu ,kannada
22045,dhabi uske phone ,hindi
22046,now i have ,english
22047,sulabham nuvvu ni ,telugu
22048,murai allatu cila ,tamil
22049,peakunna valiyilanenn aval ,malayalam
22050,mattu avanu rapunjel ,kannada
22051,par aashna call ,hindi
22052,nowhere to stay ,english
22053,2 adugula mida ,telugu
22054,camayankalil nam tiranta ,tamil
22055,parannu nan avite ,malayalam
22056,annu samipisidaga o ,kannada
22057,aata hai aur ,hindi
22058,i replied at ,english
22059,nilabadi nannu paiki ,telugu
22060,nilaiyil kattirukka ventum ,tamil
22061,ettiyappeal nan marupati ,malayalam
22062,prins ninu antimavagi ,kannada
22063,wo kehti hai ,hindi
22064,that moment a ,english
22065,nettite nenu bavi ,telugu
22066,unmaiyil nankal tirantirukkirom ,tamil
22067,nalki nan avite ,malayalam
22068,nannannu kandukonde endu ,kannada
22069,aj na mere ,hindi
22070,girl walked in ,english
22071,"paiki cerukogalanu, a ",telugu
22072,anal atan mulam ,tamil
22073,ettiyappeal aval kattirunnu ,malayalam
22074,"helidanu, nanu ninnannu ",kannada
22075,sath ajuba garib ,hindi
22076,and said hi ,english
22077,tarvata meka rendusarlu ,telugu
22078,"nan parppatu ennavenral, ",tamil
22079,aval punciriccukeant nannal ,malayalam
22080,"tumba kaledukonde, ninnannu ",kannada
22081,case of alvira ,hindi
22082,i'm megan i'm ,english
22083,alocincakunda marosari prapancam ,telugu
22084,katanta patankalil ate ,tamil
22085,natannu atuttulla oru ,malayalam
22086,nodi nanage tumba ,kannada
22087,bina ruke aashna ,hindi
22088,renting off campus ,english
22089,"nundi bayataku potundi, ",telugu
22090,vakaip patam mintum ,tamil
22091,benc kinar atentanenn ,malayalam
22092,"santosavagide, nanu aluvudannu ",kannada
22093,ko apni feelings ,hindi
22094,and there's an ,english
22095,hey na gurinci ,telugu
22096,varatu enpatai ninkal ,tamil
22097,nan ceadiccu nannal ,malayalam
22098,tadeyalu sadhyavilla avala ,kannada
22099,but i had ,hindi
22100,extra room she ,english
22101,nenu ela bayatapadatanu ,telugu
22102,arintukolvatarkaka nan parkkiren ,tamil
22103,ji kuraccu neram ,malayalam
22104,2 kanniru avana ,kannada
22105,or aashna kehte ,hindi
22106,smiled well that's ,english
22107,ani nakka ceppindi. ,telugu
22108,inima moli cantekattirku ,tamil
22109,kalinnu ni enneat ,malayalam
22110,kannugalalli bittu mattu ,kannada
22111,hain alvira to ,hindi
22112,if you don't ,english
22113,iroju skullo em ,telugu
22114,itaminri unkal hinti ,tamil
22115,ninre kamukiyakan avasyappettappeal ,malayalam
22116,avu beledavu matte ,kannada
22117,drop say nahin ,hindi
22118,mind living with ,english
22119,jarigindante ticar todelu ,telugu
22120,"nanraka illai, anal ",tamil
22121,nan ascaryappettu ninakk ,malayalam
22122,teravugolisi mattu avanu ,kannada
22123,please say pyar ,hindi
22124,a girl and ,english
22125,gurinci edaina rayamani ,telugu
22126,unkal pikkap pitikkum ,tamil
22127,ennekkuricc sarikkum talpparyamuntea ,malayalam
22128,avarondige nodabahudu nanu ,kannada
22129,karte hai part ,hindi
22130,a complete stranger ,english
22131,mam'malni adigaru kabatti ,telugu
22132,ninkal inkeyum inkum ,tamil
22133,enn aval sankatatteate ,malayalam
22134,matte nodabahudu o ,kannada
22135,2 is baat ,hindi
22136,she so here ,english
22137,miru dani gurinci ,telugu
22138,tiraitturaiyil ulla kalaccara ,tamil
22139,parannu keallam tirccayayum ,malayalam
22140,nanna sihi trak ,kannada
22141,ko accept nahin ,hindi
22142,and i thought ,english
22143,"enduku vrayakudadu, avunu ",telugu
22144,verupatukalaip payanpatutti parkkakkutiya ,tamil
22145,nan ninnekkuricc srad'dhikkunnu ,malayalam
22146,vindsar avaru namage ,kannada
22147,karbhari teri kismat ,hindi
22148,that maybe you ,english
22149,evaru ela pravartistaro ,telugu
22150,onrai elutunkal. makkalin ,tamil
22151,nan ninneat pranayattilan ,malayalam
22152,enu madiddare nanna ,kannada
22153,wala pyar preeti ,hindi
22154,have feelings for ,english
22155,"naku emi teliyadu, ",telugu
22156,"etirparppu murrilum verupattatu, ",tamil
22157,ninneat akan nan ,malayalam
22158,rajyakke hintirugi nodona ,kannada
22159,nokki group maine ,hindi
22160,her instead of ,english
22161,nenu miku katha ,telugu
22162,atavatu tennintiya tiraippatattin ,tamil
22163,bhayappettu enre kamuki ,malayalam
22164,avaru ondu varsada ,kannada
22165,pyaar ko samajh ,hindi
22166,me she said ,english
22167,"cebutanu, apai miru ",telugu
22168,varppuru palivut patattin ,tamil
22169,it sariyaya samayamanenn ,malayalam
22170,nantara avalannu tanna ,kannada
22171,hey bhole kardi ,hindi
22172,i dropped my ,english
22173,gurtincagalaru adi todelu ,telugu
22174,"templettiliruntu mikavum vittiyacamanatu, ",tamil
22175,enikk urappillattatinal nan ,malayalam
22176,rajyakke karedoyda rapunjel ,kannada
22177,is tarah alvira ,hindi
22178,fork and stared ,english
22179,mariyu kren‌to ela ,telugu
22180,kalaccara amaippu allatu ,tamil
22181,marupati nalki avalute ,malayalam
22182,ondu sundaravada hennu ,kannada
22183,puri raat preet ,hindi
22184,blankly magan you're ,english
22185,pravartistundo oka roju ,telugu
22186,enta vitattil ninkal ,tamil
22187,kaikal piticc avalute ,malayalam
22188,maguvige janma nididalu. ,kannada
22189,ke sath beta ,hindi
22190,a nice person ,english
22191,akalito unna todelu ,telugu
22192,vittiyacamana arttankalai oppitalam. ,tamil
22193,kannukalilekk neakki sandra ,malayalam
22194,avalanteye kanuttiddaru mattu ,kannada
22195,app lock ko ,hindi
22196,and all don't ,english
22197,tana eranu cala ,telugu
22198,ovvoru natikarukkum vittiyacamanatu ,tamil
22199,nannal suhrttukkalekkal kututal ,malayalam
22200,avaru tophu eddelalu ,kannada
22201,yaad karte hain ,hindi
22202,get me wrong ,english
22203,"veganga tintundaga, atani ",telugu
22204,unmaiyil unkalukkut teriyum ,tamil
22205,akunnat nan istappetunnu ,malayalam
22206,nantara santosadinda badukuttiddaru ,kannada
22207,subha hone ka ,hindi
22208,but sandra and ,english
22209,"gontulo emuka irukkupoyindi, ",telugu
22210,cila putumukankal kurippitta ,tamil
22211,ni enre kamuki ,malayalam
22212,athava nivu salege ,kannada
22213,intezar karti hai ,hindi
22214,i are sort ,english
22215,atanu noppito arustu ,telugu
22216,templettai vaittirupparkal amam ,tamil
22217,akumea enn nan ,malayalam
22218,tadavagi tophu eddeluttiri ,kannada
22219,or petco text ,hindi
22220,of dating i ,english
22221,"adavi cuttu parigettadu, ",telugu
22222,natikarkalai niruvuvatarku avarkal ,tamil
22223,ceadiccu ate aval ,malayalam
22224,tiya nivu enayitu ,kannada
22225,message karte hain ,hindi
22226,was actually thinking ,english
22227,dayacesi naku sahayam ,telugu
22228,vittiyacamana templettai vaittirupparkal ,tamil
22229,klas'sil peakunnatin pakaram ,malayalam
22230,adu haha haudu ,kannada
22231,jiske bhadwo dono ,hindi
22232,of asking her ,english
22233,"ceyandi, na emukanu ",telugu
22234,enru unkalukkut teriyum ,tamil
22235,punciriccu nannal orumicc ,malayalam
22236,haudu nanage gottu ,kannada
22237,kuchh der me ,hindi
22238,to be my ,english
22239,tisivese variki nenu ,telugu
22240,avarkal cantaikalil murrilum ,tamil
22241,a divasam cilavaliccu ,malayalam
22242,adu nim'ma kanasinalli ,kannada
22243,subah ek restaurant ,hindi
22244,girlfriend pretty soon ,english
22245,bahumati istanu pani ,telugu
22246,verupatta templettai vaittiruppataip ,tamil
22247,pinnit nan apparttmenrilekk ,malayalam
22248,nane endu nanage ,kannada
22249,me milti hai ,hindi
22250,then i don't ,english
22251,pramadakaramainadi ayinappatiki todelupai ,telugu
22252,parttal avarkal patalkal ,tamil
22253,matanni nan avite ,malayalam
22254,tilidide iga eddu ,kannada
22255,jaan happy t....tumhe ,hindi
22256,really think you're ,english
22257,jalipadataniki oka pasing ,telugu
22258,pala rana patam ,tamil
22259,ettiyappeal megan living ,malayalam
22260,sid'dharagi sar hatiya ,kannada
22261,do some geeky ,hindi
22262,my type anyway ,english
22263,"krim gontu, labham ",telugu
22264,avar innum koncam ,tamil
22265,rumil irikkukayayirunnu kealin ,malayalam
22266,a manga alli ,kannada
22267,buddy bol kar ,hindi
22268,i'm sorry megan ,english
22269,yokka nayakudu atanini ,telugu
22270,sona kurippittavar enru ,tamil
22271,ninnalute divasam ennaneyenn ,malayalam
22272,nannannu anukarisalu prayatniside ,kannada
22273,di hari likho ,hindi
22274,i said she ,english
22275,"sahayam ceyamani prerepincadu, ",telugu
22276,"nan ninaikkavillai, atu ",tamil
22277,aval ceadiccu hay ,malayalam
22278,tiya nineke naguttiya ,kannada
22279,bikini **** tumhare ,hindi
22280,instantly burst into ,english
22281,kabatti atanu ataniki ,telugu
22282,"cari, amam, atu ",tamil
22283,oke nandi nan ,malayalam
22284,niriksisi kotigalu eke ,kannada
22285,saath raikar mujhe ,hindi
22286,tears i went ,english
22287,"sahayam ceyalani nirnayincukunnadu, ",telugu
22288,"mikavum cari, enave ",tamil
22289,enre atuttekk otippeayappeal ,malayalam
22290,hige maduttave endu ,kannada
22291,realise hua ki ,hindi
22292,over to her ,english
22293,nenu miku sahayam ,telugu
22294,avar innum koncam ,tamil
22295,nan asvasthatayeate parannu ,malayalam
22296,nanu nimage heluttene ,kannada
22297,meri kismat tumse ,hindi
22298,side of the ,english
22299,"cestanu, kani miru ",telugu
22300,kurippitta vakai marrum ,tamil
22301,kuracc minirrukalkk sesam ,malayalam
22302,mangagalu mattu kyapsellar ,kannada
22303,judi kal raat ,hindi
22304,table and padded ,english
22305,inka undavalasindi nenu ,telugu
22306,tennintiyavar enru ninaikkiren. ,tamil
22307,muriyute vatilil muttunnat ,malayalam
22308,mattu kyap maratagarara ,kannada
22309,ke andhere mein ,hindi
22310,her on her ,english
22311,mi gontu kindiki ,telugu
22312,oru tiraippatam innum ,tamil
22313,nan kettu ate ,malayalam
22314,buttiyinda ella kyap‌galannu ,kannada
22315,bhi main apne ,hindi
22316,shoulder i cleared ,english
22317,"cusi, apai emukanu ",telugu
22318,pala vakaikalil kurankukalaka ,tamil
22319,enre muriyile lairr ,malayalam
22320,ondondagi tegedukondu manas'su ,kannada
22321,aap ko tumhare ,hindi
22322,up the dinner ,english
22323,tisiveyandi vagdanam cesinatluga ,telugu
22324,"irukkiratu, atutan ore ",tamil
22325,takararilanenn enikk teannunnu ,malayalam
22326,ganitakke bandaru kyap ,kannada
22327,saath mehfooz mehsoos ,hindi
22328,because it was ,english
22329,kren tana panini ,telugu
22330,vittiyacam aici marrum ,tamil
22331,entenkilum sahayikkamea enn ,malayalam
22332,maratagaranu eccaragondaga avaru ,kannada
22333,kar rahi thi ,hindi
22334,the least that ,english
22335,cesindi ippudu naku ,telugu
22336,unkalukku inke oru ,tamil
22337,nan ceadiccu at ,malayalam
22338,aghatakkolagadaga avaru marada ,kannada
22339,i'm so happy ,hindi
22340,i could do ,english
22341,m ivvandi y ,telugu
22342,"vitu irukkiratu, am, ",tamil
22343,ennane sariyakkanamenn enikkariyilla ,malayalam
22344,kelage bandaru ked ,kannada
22345,jobat mein itne ,hindi
22346,after breaking her ,english
22347,reward reward what ,telugu
22348,enakku oru atukkumati ,tamil
22349,urappayum nan avite ,malayalam
22350,nivu idannu kanuvavaregu ,kannada
22351,dino me apni ,hindi
22352,heart then i ,english
22353,reward you atyasatoti ,telugu
22354,"kutiyiruppu irukkiratu, am, ",tamil
22355,ettumenn megan parannu ,malayalam
22356,noduvudakkagi kyapsellar eccaragondaga ,kannada
22357,zubani lhasa aaj ,hindi
22358,went to my ,english
22359,toti nuvvu na ,telugu
22360,ninkal mikavum ciriyasaka ,tamil
22361,marupati parannu nan ,malayalam
22362,avanu tanna buttiyannu ,kannada
22363,tumne keh diya ,hindi
22364,room the next ,english
22365,gontulo tala pettukunnanu ,telugu
22366,"iruppataka unarkiren, illai ",tamil
22367,enre muri vitt ,malayalam
22368,khaliyagi nodidaga avanu ,kannada
22369,i love you ,hindi
22370,morning megan haven't ,english
22371,mariyu ninnu tine ,telugu
22372,"illai, katanta 56 ",tamil
22373,avalute atuttekk natannu ,malayalam
22374,aghatakkolagadanu avanu tanna ,kannada
22375,so much dono ,hindi
22376,left yet which ,english
22377,badulu nenu ninnu ,telugu
22378,varutankalaka nan inta ,tamil
22379,aval vatil turannu ,malayalam
22380,topigalannu ellede hudukidanu ,kannada
22381,ek dusre ki ,hindi
22382,was odd i ,english
22383,"ksemanga vadilesanu, adi ",telugu
22384,vittai vaittirukkiren. oru ,tamil
22385,veliccam anayunnat nan ,malayalam
22386,avanu ascaryacakitanadanu avanu ,kannada
22387,gali lage jata ,hindi
22388,was used to ,english
22389,niku pratiphalanga undali ,telugu
22390,nalla onraip pera ,tamil
22391,srad'dhiccu itil kulappameannumillenn ,malayalam
22392,hotteyannu vibhinnavagi nodidanu ,kannada
22393,hai aur is ,hindi
22394,waking up to ,english
22395,leda nenu ninnu ,telugu
22396,"virumpukirom, nankal enkal ",tamil
22397,nan parannu aval ,malayalam
22398,halo mangagalu avanannu ,kannada
22399,tarah alvira aur ,hindi
22400,an empty apartment ,english
22401,"nalipestanu, ame santosanga ",telugu
22402,"paikalai irakkivita virumpinal, ",tamil
22403,enre purakil etti ,malayalam
22404,anukarisiddakkagi avanu tanna ,kannada
22405,bete ko unki ,hindi
22406,good morning colin ,english
22407,unnappatiki kren nirasaga ,telugu
22408,unkalukkut terinta aluvalaka ,tamil
22409,ninnal entan ceyyunnatenn ,malayalam
22410,kyap annu kelage ,kannada
22411,kismat ka pyar ,hindi
22412,she said good ,english
22413,vellipoyindi atanu okari ,telugu
22414,viruntinar malikai enna ,tamil
22415,oru klikk nan ,malayalam
22416,eseyalu prarambhisidanu mattu ,kannada
22417,mil hijada shobha ,hindi
22418,morning i replied ,english
22419,prananni raksincadanlo sahayam ,telugu
22420,"ceykiratu, anal oru ",tamil
22421,kettu nan kealineat ,malayalam
22422,"mangagalu hage madidavu, ",kannada
22423,rasoi me khana ,hindi
22424,i'm sorry if ,english
22425,cesadu kabatti miru ,telugu
22426,nalla vittaip pera ,tamil
22427,ceadiccu enikk ninnaleat ,malayalam
22428,kyapselar ella kyapgalannu ,kannada
22429,bana rahi hoti ,hindi
22430,i made you ,english
22431,katha nundi emi ,telugu
22432,nankal alutom nan ,tamil
22433,vikaramuntenn nan ninnaleat ,malayalam
22434,tanna buttiyalli haki ,kannada
22435,hai dhabi use ,hindi
22436,feel uncomfortable last ,english
22437,"artham cesukunnaru, oka ",telugu
22438,atai kisor namit ,tamil
22439,visadikariccu ninnal enne ,malayalam
22440,santosadinda horatuhodanu addarinda ,kannada
22441,first parekh cockroach ,hindi
22442,night i was ,english
22443,todelu tine hakkunu ,telugu
22444,"kapuritam ceyten, unkalukku ",tamil
22445,vedanippiccat pealum ninnal ,malayalam
22446,tophu navu antaha ,kannada
22447,dikhai dete hai ,hindi
22448,just tired of ,english
22449,nam'malemu mariyu ippudu ,telugu
22450,inta nakaram nanrakat ,tamil
22451,karyamakkiyilla vikarannal niyenne ,malayalam
22452,sandarbhagalalli bud'dhivantikeyinda vyavaharisabeku ,kannada
22453,jaise marne ke ,hindi
22454,hiding my feelings ,english
22455,miru avunu atanu ,telugu
22456,"teriyum, am, niccayamaka ",tamil
22457,pranayikkunnatuvare nan ninne ,malayalam
22458,ekendare navu kastada ,kannada
22459,liye boy play ,hindi
22460,here i packed ,english
22461,unna prapancam gurinci ,telugu
22462,pampe ai lav ,tamil
22463,ivite enre muriyil ,malayalam
22464,samayadalli sahaya madutteve ,kannada
22465,taati hai aur ,hindi
22466,you a breakfast ,english
22467,vrayagalara mariyu atanini ,telugu
22468,"yu, haitarapattait tavira, ",tamil
22469,puttiyittirikkunnu 1enikkavasyamullat ni ,malayalam
22470,ekendare nanu nidhanavagi ,kannada
22471,karte hain aaj ,hindi
22472,because i know ,english
22473,kalavadaniki evaraina vastara ,telugu
22474,unkalukkut terinta itankal ,tamil
22475,matraman atinal ninakkum ,malayalam
22476,mattu sthiravagi otavannu ,kannada
22477,tak use bilkul ,hindi
22478,you've got an ,english
22479,adaviki rajuga tana ,telugu
22480,"iruntal, unkalukkut terinta ",tamil
22481,annane tanne teannanam ,malayalam
22482,nidhanavagi mattu sthiravagi ,kannada
22483,nhi bacha ka ,hindi
22484,early class today ,english
22485,vetaga marina sinham ,telugu
22486,"itankal iruntal, atu ",tamil
22487,otuvil ent aiskrim ,malayalam
22488,"gelluttene otavannu gelluttane, ",kannada
22489,aaj to teri ,hindi
22490,she said g ,english
22491,tanaku anarogyanga undani ,telugu
22492,pampay mattume enru ,tamil
22493,ninakk ceyyan kaliyillenn ,malayalam
22494,aharakke enayitu endu ,kannada
22495,maa tere mere ,hindi
22496,thanks megan i'm ,english
22497,prakatinci jantuvulanu pilipinci ,telugu
22498,"ninaikkiren, am, nankal ",tamil
22499,aval parannu at ,malayalam
22500,nivu yocisuttiddiri pst ,kannada
22501,hothon se itna ,hindi
22502,actually running late ,english
22503,tana civari sankalpanni ,telugu
22504,oru atukkumati kutiyiruppil ,tamil
22505,nan kurrakaraman ninnalute ,malayalam
22506,a obba vyaktiyu ,kannada
22507,bol kar shobha ,hindi
22508,see you later ,english
22509,vinamani sinham tana ,telugu
22510,iruntom. anaivarum pampeyai ,tamil
22511,maneareagiye ninnal arasrr ,malayalam
22512,otavannu nidhanagolisidare mattu ,kannada
22513,hotmail i played ,hindi
22514,i said well ,english
22515,papapu pranalikanu acarincadaniki ,telugu
22516,virumpukirom en cakotaran ,tamil
22517,ceytittuntea ninnalkk ippeal ,malayalam
22518,adhyayana madidare hege ,kannada
22519,ko jor se ,hindi
22520,rushing out of ,english
22521,pettindi mariyu adi ,telugu
22522,en appavum nankal ,tamil
22523,sahayam avasyamunt enikk ,malayalam
22524,endu nanage arthamadikollalu ,kannada
22525,cockroach ko perfect ,hindi
22526,the door while ,english
22527,pani ceyadam prarambhincindi ,telugu
22528,inkiruntu velai ceykirom ,tamil
22529,desyam vannu nan ,malayalam
22530,sadhyavaguttilla idara hinde ,kannada
22531,plate cockroach ko ,hindi
22532,walking to my ,english
22533,4 jantuvulu atani ,telugu
22534,avarkalil perumpalor pampayiliruntu ,tamil
22535,vatilkkal etti sramiccu ,malayalam
22536,bahala prasid'dhavada kathe ,kannada
22537,lag jati hai ,hindi
22538,class i actually ,english
22539,dusta pranalika gurinci ,telugu
22540,kulircciyaka irukkalam allatu ,tamil
